"period_start","max_WHT","scaled_time"
2018-07-26,1.56,4.56861133935908
2018-07-29,1.4,4.57682826622843
2018-08-01,1.45,4.58504519309778
2018-08-04,1.45,4.59326211996713
2018-08-07,0.92,4.60147904683648
2018-08-10,1.14,4.60969597370583
2018-08-13,1.2,4.61791290057518
2018-08-16,1.16,4.62612982744454
2018-08-19,1.01,4.63434675431389
2018-08-22,1.3,4.64256368118324
2018-08-25,1.15,4.65078060805259
2018-08-28,1.04,4.65899753492194
2018-08-31,1.43,4.66721446179129
2018-09-03,1.97,4.67543138866064
2018-09-06,2.13,4.68364831552999
2018-09-09,7.58,4.69186524239934
2018-09-12,3.31,4.70008216926869
2018-09-15,1.91,4.70829909613804
2018-09-18,2.18,4.7165160230074
2018-09-21,2.55,4.72473294987675
2018-09-24,3.64,4.7329498767461
2018-09-27,4.69,4.74116680361545
2018-09-30,5.05,4.7493837304848
2018-10-03,4.38,4.75760065735415
2018-10-06,2.33,4.7658175842235
2018-10-09,2.25,4.77403451109285
2018-10-12,1.49,4.7822514379622
2018-10-15,1.58,4.79046836483155
2018-10-18,3.05,4.7986852917009
2018-10-21,2.91,4.80690221857025
2018-10-24,2.29,4.81511914543961
2018-10-27,3.75,4.82333607230896
2018-10-30,2.7,4.83155299917831
2018-11-02,2.67,4.83976992604766
2018-11-05,2.7,4.84798685291701
2018-11-08,2.29,4.85620377978636
2018-11-11,2.76,4.86442070665571
2018-11-14,2.73,4.87263763352506
2018-11-17,2.02,4.88085456039441
2018-11-20,3.01,4.88907148726376
2018-11-23,3.95,4.89728841413311
2018-11-26,4.73,4.90550534100247
2018-11-29,4.17,4.91372226787182
2018-12-02,1.94,4.92193919474117
2018-12-05,3.43,4.93015612161052
2018-12-08,1.96,4.93837304847987
2018-12-11,3.8,4.94658997534922
2018-12-14,2.86,4.95480690221857
2018-12-17,2.91,4.96302382908792
2018-12-20,2.73,4.97124075595727
2018-12-23,2.29,4.97945768282662
2018-12-26,2.31,4.98767460969597
2018-12-29,1.84,4.99589153656532
2019-01-01,1.82,5.00410846343468
2019-01-04,1.62,5.01232539030403
2019-01-07,3.23,5.02054231717338
2019-01-10,3.53,5.02875924404273
2019-01-13,2.19,5.03697617091208
2019-01-16,2.38,5.04519309778143
2019-01-19,1.6,5.05341002465078
2019-01-22,4.75,5.06162695152013
2019-01-25,2.26,5.06984387838948
2019-01-28,1.86,5.07806080525883
2019-01-31,2.52,5.08627773212818
2019-02-03,2.57,5.09449465899753
2019-02-06,1.85,5.10271158586689
2019-02-09,3.38,5.11092851273624
2019-02-12,2.64,5.11914543960559
2019-02-15,2.45,5.12736236647494
2019-02-18,2.44,5.13557929334429
2019-02-21,2.5,5.14379622021364
2019-02-24,2.37,5.15201314708299
2019-02-27,3.28,5.16023007395234
2019-03-02,1.62,5.16844700082169
2019-03-05,2.78,5.17666392769104
2019-03-08,3.07,5.18488085456039
2019-03-11,2.27,5.19309778142975
2019-03-14,2.39,5.2013147082991
2019-03-17,1.7,5.20953163516845
2019-03-20,2.2,5.2177485620378
2019-03-23,3.01,5.22596548890715
2019-03-26,3.04,5.2341824157765
2019-03-29,3.47,5.24239934264585
2019-04-01,1.59,5.2506162695152
2019-04-04,2.76,5.25883319638455
2019-04-07,1.86,5.2670501232539
2019-04-10,2.29,5.27526705012325
2019-04-13,2.1,5.2834839769926
2019-04-16,2.14,5.29170090386196
2019-04-19,2.56,5.29991783073131
2019-04-22,2.93,5.30813475760066
2019-04-25,1.75,5.31635168447001
2019-04-28,1.55,5.32456861133936
2019-05-01,1.54,5.33278553820871
2019-05-04,1.32,5.34100246507806
2019-05-07,2.12,5.34921939194741
2019-05-10,2.58,5.35743631881676
2019-05-13,2.23,5.36565324568611
2019-05-16,1.75,5.37387017255546
2019-05-19,1.48,5.38208709942482
2019-05-22,2.09,5.39030402629417
2019-05-25,2.68,5.39852095316352
2019-05-28,2.6,5.40673788003287
2019-05-31,1.32,5.41495480690222
2019-06-03,1.67,5.42317173377157
2019-06-06,2.1,5.43138866064092
2019-06-09,1.14,5.43960558751027
2019-06-12,1.21,5.44782251437962
2019-06-15,1.1,5.45603944124897
2019-06-18,0.95,5.46425636811832
2019-06-21,1.64,5.47247329498767
2019-06-24,1.43,5.48069022185703
2019-06-27,1,5.48890714872638
2019-06-30,2.21,5.49712407559573
2019-07-03,1.58,5.50534100246508
2019-07-06,1.31,5.51355792933443
2019-07-09,1.12,5.52177485620378
2019-07-12,0.96,5.52999178307313
2019-07-15,1.16,5.53820870994248
2019-07-18,1.07,5.54642563681183
2019-07-21,1,5.55464256368118
2019-07-24,1.4,5.56285949055053
2019-07-27,1.24,5.57107641741989
2019-07-30,1.11,5.57929334428924
2019-08-02,1.33,5.58751027115859
2019-08-05,1.6,5.59572719802794
2019-08-08,1.86,5.60394412489729
2019-08-11,1.07,5.61216105176664
2019-08-14,1.24,5.62037797863599
2019-08-17,1.25,5.62859490550534
2019-08-20,1.29,5.63681183237469
2019-08-23,1.27,5.64502875924404
2019-08-26,1.12,5.65324568611339
2019-08-29,1.98,5.66146261298274
2019-09-01,2.07,5.66967953985209
2019-09-04,1.86,5.67789646672145
2019-09-07,3.66,5.6861133935908
2019-09-10,1.72,5.69433032046015
2019-09-13,1.96,5.7025472473295
2019-09-16,4.2,5.71076417419885
2019-09-19,4.74,5.7189811010682
2019-09-22,3.06,5.72719802793755
2019-09-25,2.94,5.7354149548069
2019-09-28,3.01,5.74363188167625
2019-10-01,2.46,5.7518488085456
2019-10-04,4.16,5.76006573541495
2019-10-07,4.15,5.7682826622843
2019-10-10,2.23,5.77649958915366
2019-10-13,2.16,5.78471651602301
2019-10-16,1.37,5.79293344289236
2019-10-19,2.05,5.80115036976171
2019-10-22,1.22,5.80936729663106
2019-10-25,2.69,5.81758422350041
2019-10-28,3.74,5.82580115036976
2019-10-31,4.07,5.83401807723911
2019-11-03,2.53,5.84223500410846
2019-11-06,2.03,5.85045193097781
2019-11-09,3.56,5.85866885784716
2019-11-12,3.12,5.86688578471652
2019-11-15,2.92,5.87510271158587
2019-11-18,3.04,5.88331963845522
2019-11-21,3.68,5.89153656532457
2019-11-24,2.45,5.89975349219392
2019-11-27,4.47,5.90797041906327
2019-11-30,5.54,5.91618734593262
2019-12-03,3.43,5.92440427280197
2019-12-06,3.06,5.93262119967132
2019-12-09,3.7,5.94083812654067
2019-12-12,2.85,5.94905505341003
2019-12-15,2.46,5.95727198027937
2019-12-18,4.29,5.96548890714873
2019-12-21,4.03,5.97370583401808
2019-12-24,3.17,5.98192276088743
2019-12-27,3.06,5.99013968775678
2019-12-30,1.63,5.99835661462613
2020-01-01,2.1,6.00383456587236
2020-01-04,3.98,6.01205149274171
2020-01-07,3.78,6.02026841961107
2020-01-10,3.77,6.02848534648042
2020-01-13,3.15,6.03670227334977
2020-01-16,6.48,6.04491920021912
2020-01-19,5.74,6.05313612708847
